IP,cf-meta-ip,端口,速度(Mbps),CF归属国,机房,TCP延迟(ms),TLS延迟(ms)
95.182.90.125,95.182.90.125,443,2.12,LV,ARN,170.81,182.79
31.56.113.17,31.56.113.17,443,2.11,LV,ARN,155.46,199.35
104.252.127.144,104.252.127.144,443,1.95,LV,RIX,159.01,176.99
194.58.34.139,194.58.34.139,443,1.95,LV,ARN,174.97,243.44
81.85.74.208,81.85.74.208,443,1.94,LV,WAW,154.76,194.33
188.130.154.155,188.130.154.155,443,1.93,LV,ARN,153.76,178.27
217.177.34.98,217.177.34.98,443,1.9,LV,WAW,160.87,234.47
31.58.77.150,31.58.77.150,443,1.87,LV,RIX,155.05,166.83
31.76.62.188,31.76.62.188,443,1.85,LV,ARN,166.05,192.24
77.73.71.239,77.73.71.239,443,1.84,LV,ARN,155.86,185.81
188.130.206.87,188.130.206.87,443,1.75,LV,ARN,159.05,179.99
46.8.232.233,46.8.232.233,443,1.74,LV,ARN,157.54,183.1
81.85.74.208,81.85.74.208,8443,1.7,LV,ARN,154.99,183.14
77.73.71.200,77.73.71.200,443,1.5,LV,VNO,156.22,192.44
31.57.26.159,31.57.26.159,443,1.16,LV,ARN,155.47,173.0
104.129.167.255,158.23.19.196,2096,95.77,MX,DFW,30.84,34.65
104.129.164.70,158.23.19.196,8443,87.56,MX,DFW,39.84,41.4
104.129.164.70,158.23.19.196,2053,75.71,MX,DFW,31.82,34.64
104.129.164.70,158.23.19.196,2083,61.02,MX,DFW,31.28,35.2
104.129.164.70,158.23.19.196,443,60.01,MX,DFW,34.38,39.35
104.129.164.70,158.23.19.196,2096,46.57,MX,DFW,39.43,35.25
104.129.164.53,158.23.19.196,2053,42.34,MX,DFW,31.22,33.64
104.129.164.53,158.23.19.196,8443,38.05,MX,DFW,32.47,36.01
104.129.164.53,158.23.19.196,2083,35.29,MX,DFW,32.48,35.38
104.129.164.53,158.23.19.196,443,34.92,MX,DFW,33.31,33.49
104.129.164.70,158.23.19.196,2087,31.84,MX,DFW,31.2,34.74
104.129.164.53,158.23.19.196,2087,29.85,MX,DFW,31.95,33.32
104.129.164.53,158.23.19.196,2096,29.04,MX,DFW,30.89,35.59
104.129.166.131,158.23.19.196,2053,23.76,MX,DFW,30.45,34.41
104.129.167.255,158.23.19.196,2053,22.68,MX,DFW,31.0,34.78
104.129.167.255,158.23.19.196,2083,22.08,MX,DFW,30.7,40.88
104.129.166.131,158.23.19.196,8443,21.01,MX,DFW,30.49,32.15
104.129.167.255,158.23.19.196,443,20.57,MX,DFW,31.57,38.28
104.129.166.131,158.23.19.196,2087,18.29,MX,DFW,32.5,33.28
104.129.167.255,158.23.19.196,2087,17.45,MX,DFW,30.87,33.57
104.129.167.255,158.23.19.196,8443,17.33,MX,DFW,31.57,34.03
104.129.166.131,158.23.19.196,2083,17.04,MX,DFW,30.57,38.49
104.129.166.131,158.23.19.196,2096,13.12,MX,DFW,33.61,36.04
104.129.166.131,158.23.19.196,443,12.86,MX,DFW,31.16,37.55
43.174.194.1,43.174.105.130,443,11.58,NL,AMS,145.83,148.59
43.169.18.179,43.174.105.130,443,9.1,NL,AMS,132.0,143.87
5.181.134.24,5.181.134.24,443,6.79,NL,AMS,134.82,139.58
43.169.19.179,43.174.105.130,443,6.61,NL,AMS,133.52,135.81
45.114.62.226,45.114.62.226,443,6.51,NL,AMS,162.11,183.61
91.198.77.122,91.198.77.122,443,6.24,NL,AMS,132.42,145.99
144.124.255.136,144.124.255.136,443,5.89,NL,AMS,130.34,139.78
81.29.156.45,81.29.156.45,443,5.76,NL,AMS,132.44,212.6
195.78.49.204,195.78.49.204,443,5.54,NL,AMS,131.49,143.36
88.218.121.160,88.218.121.160,443,5.45,NL,AMS,134.63,148.16
144.124.237.204,144.124.237.204,443,5.42,NL,AMS,135.44,142.59
178.62.206.22,178.62.206.22,443,5.16,NL,AMS,132.08,137.33
138.124.3.59,138.124.3.59,443,5.12,NL,AMS,131.61,144.85
62.171.228.60,62.171.228.60,443,5.1,NL,AMS,133.97,159.52
45.147.199.13,45.147.199.13,443,5.09,NL,AMS,133.36,143.16
217.177.11.243,217.177.11.243,443,5.03,NL,AMS,146.55,161.18
5.144.176.73,5.144.176.73,443,5.02,NL,AMS,130.73,156.27
2.56.212.172,2.56.212.172,443,4.98,NL,AMS,152.67,208.81
167.99.44.172,167.99.44.172,443,4.96,NL,AMS,136.39,146.99
5.181.134.24,5.181.134.24,8443,4.93,NL,AMS,140.98,144.83
31.15.19.180,31.15.19.180,443,4.92,NL,AMS,141.52,143.52
95.179.182.101,95.179.182.101,443,4.91,NL,AMS,139.7,145.19
64.188.63.28,64.188.63.28,443,4.91,NL,AMS,132.39,167.34
5.35.32.238,5.35.32.238,443,4.88,NL,AMS,131.15,136.82
178.253.22.22,178.253.22.22,443,4.8,NL,AMS,166.07,259.26
209.250.255.90,209.250.255.90,443,4.8,NL,AMS,130.84,137.37
217.177.11.81,217.177.11.81,443,4.78,NL,AMS,132.89,157.36
45.151.233.249,45.151.233.249,443,4.77,NL,AMS,132.77,147.85
81.31.244.79,81.31.244.79,443,4.74,NL,AMS,130.64,142.51
45.133.118.153,45.133.118.153,443,4.73,NL,AMS,155.07,182.91
147.45.228.4,147.45.228.4,443,4.68,NL,AMS,134.82,159.89
82.115.4.65,82.115.4.65,443,4.67,NL,AMS,160.19,163.87
146.0.79.33,146.0.79.33,443,4.65,NL,AMS,142.31,154.72
146.103.114.43,146.103.114.43,443,4.64,NL,AMS,131.74,136.76
217.60.96.112,217.60.96.112,443,4.64,NL,AMS,133.91,139.2
46.149.76.150,46.149.76.150,443,4.63,NL,AMS,132.9,139.08
80.71.227.68,80.71.227.68,443,4.63,NL,AMS,135.75,186.6
194.87.83.44,194.87.83.44,443,4.62,NL,AMS,136.09,136.82
151.245.217.9,151.245.217.9,443,4.58,NL,AMS,139.16,170.96
185.253.219.161,185.253.219.161,443,4.56,NL,AMS,138.61,170.8
72.56.70.107,72.56.70.107,443,4.55,NL,AMS,131.13,135.77
150.251.141.56,150.251.141.56,443,4.51,NL,AMS,135.54,155.64
146.103.103.122,146.103.103.122,443,4.51,NL,AMS,130.59,142.83
94.156.177.78,94.156.177.78,443,4.49,NL,AMS,131.72,138.97
195.63.133.177,195.63.133.177,443,4.48,NL,AMS,130.65,137.36
185.130.224.105,185.130.224.105,443,4.47,NL,AMS,141.67,183.53
151.245.216.91,151.245.216.91,443,4.45,NL,AMS,147.49,246.34
195.133.66.17,195.133.66.17,443,4.43,NL,AMS,130.41,136.71
89.150.35.155,89.150.35.155,443,4.43,NL,AMS,138.36,139.99
185.244.48.115,185.244.48.115,2053,4.42,NL,AMS,134.31,142.48
31.76.76.78,31.76.76.78,443,4.38,NL,AMS,140.16,179.42
147.90.229.237,67.220.80.135,443,4.38,NL,DUS,137.93,148.68
2.56.90.233,2.56.90.233,443,4.37,NL,AMS,133.99,141.71
138.124.3.109,138.124.3.109,443,4.37,NL,AMS,133.23,137.09
31.59.150.31,31.59.150.31,443,4.35,NL,AMS,140.77,157.6
185.244.48.115,185.244.48.115,443,4.35,NL,AMS,134.22,143.24
77.221.133.14,178.217.101.126,443,4.34,NL,AMS,132.79,141.37
93.115.18.157,93.115.18.157,443,4.34,NL,AMS,132.64,149.34
2.59.183.140,2.59.183.140,443,4.33,NL,AMS,158.46,201.92
195.133.66.132,195.133.66.132,443,4.3,NL,AMS,140.33,148.11
138.226.220.60,138.226.220.60,443,4.27,NL,AMS,134.68,157.88
146.103.96.48,146.103.96.48,443,4.26,NL,AMS,230.15,189.26
62.132.1.32,62.132.1.32,443,4.26,NL,AMS,139.83,169.96
147.90.11.46,147.90.11.46,443,4.25,NL,AMS,135.33,150.05
86.107.197.161,86.107.197.161,443,4.25,NL,AMS,132.72,144.57
185.92.221.157,185.92.221.157,2053,4.25,NL,AMS,131.89,135.85
194.87.82.149,2605:e440:2::1:27e,8443,4.24,NL,AMS,134.64,140.39
72.56.71.58,72.56.71.58,443,4.23,NL,AMS,146.03,152.72
95.85.228.11,95.85.228.11,443,4.22,NL,AMS,133.82,148.93
93.88.205.184,93.88.205.184,443,4.21,NL,AMS,167.33,154.07
109.234.34.234,109.234.34.234,443,4.21,NL,AMS,136.64,166.56
147.90.229.27,67.220.80.234,443,4.21,NL,DUS,137.52,149.99
89.124.104.185,89.124.104.185,443,4.18,NL,AMS,133.72,137.09
159.223.4.44,159.223.4.44,443,4.18,NL,AMS,133.67,136.53
82.25.60.219,82.25.60.219,443,4.17,NL,AMS,135.43,144.52
62.171.228.38,62.171.228.38,443,4.17,NL,AMS,132.28,159.81
31.59.150.31,31.59.150.31,8443,4.17,NL,AMS,134.6,153.92
185.92.221.157,185.92.221.157,443,4.17,NL,AMS,138.32,139.42
195.63.129.196,195.63.129.196,443,4.17,NL,AMS,130.54,136.1
147.45.170.176,147.45.170.176,2053,4.17,NL,AMS,134.52,137.14
194.87.0.196,194.87.0.196,443,4.16,NL,AMS,133.09,142.83
134.122.54.149,134.122.54.149,443,4.16,NL,AMS,150.5,156.55
31.58.220.68,31.58.220.68,443,4.13,NL,AMS,140.9,149.49
212.118.42.34,212.118.42.34,443,4.13,NL,AMS,130.68,140.62
89.125.17.216,89.125.17.216,443,4.13,NL,AMS,138.8,138.55
147.45.170.176,147.45.170.176,443,4.13,NL,AMS,137.45,137.31
138.124.3.201,138.124.3.201,8443,4.12,NL,AMS,143.68,144.58
147.90.229.211,67.220.80.66,443,4.12,NL,DUS,146.74,164.2
109.176.207.168,109.176.207.168,443,4.12,NL,AMS,134.24,137.9
31.15.19.21,31.15.19.21,443,4.11,NL,AMS,133.82,142.84
85.155.190.254,85.155.190.254,443,4.11,NL,AMS,130.71,138.14
77.238.247.8,77.238.247.8,443,4.11,NL,AMS,140.15,147.75
212.192.217.100,212.192.217.100,8443,4.09,NL,AMS,132.21,136.49
185.223.169.174,185.223.169.174,443,4.09,NL,AMS,132.62,158.71
134.209.136.197,64.225.77.36,443,4.09,NL,AMS,133.36,148.19
185.253.219.161,185.253.219.161,2053,4.08,NL,AMS,132.74,150.53
23.168.72.85,23.168.72.85,443,4.07,NL,DUS,135.93,148.9
81.22.132.183,81.22.132.183,443,4.07,NL,TXL,132.43,164.55
109.104.153.94,109.104.153.94,443,4.06,NL,AMS,135.59,149.69
89.125.119.65,89.125.119.65,443,4.06,NL,AMS,142.19,157.56
94.103.9.160,94.103.9.160,443,4.04,NL,AMS,153.5,209.94
64.225.77.36,64.225.77.36,443,4.04,NL,AMS,152.42,144.1
165.232.80.138,165.232.80.138,443,4.04,NL,AMS,130.95,138.04
46.8.229.4,46.8.229.4,443,4.04,NL,AMS,133.68,146.9
82.115.6.21,82.115.6.21,443,4.03,NL,AMS,131.65,143.53
80.71.227.68,80.71.227.68,8443,4.03,NL,AMS,136.33,190.09
78.17.126.61,78.17.126.61,443,4.0,NL,AMS,135.42,151.63
212.192.217.100,212.192.217.100,443,3.99,NL,AMS,134.74,144.22
194.246.82.213,194.246.82.213,443,3.99,NL,AMS,145.51,151.08
144.124.245.51,144.124.245.51,443,3.98,NL,AMS,130.66,136.04
88.218.120.170,88.218.120.170,443,3.98,NL,AMS,137.0,142.74
212.34.153.65,212.34.153.65,443,3.98,NL,AMS,145.01,166.74
89.35.131.5,89.35.131.5,443,3.98,NL,AMS,142.01,160.26
83.217.222.170,83.217.222.170,443,3.98,NL,AMS,132.74,140.38
212.34.131.164,194.164.32.101,8443,3.97,NL,AMS,177.18,165.01
188.137.253.212,188.137.253.212,443,3.97,NL,AMS,132.59,141.32
77.238.228.195,77.238.228.195,443,3.97,NL,AMS,144.76,150.0
77.238.228.195,77.238.228.195,8443,3.95,NL,AMS,145.88,159.04
89.110.71.35,89.110.71.35,443,3.93,NL,AMS,193.55,305.43
46.30.41.73,46.30.41.73,443,3.91,NL,AMS,135.93,165.44
45.159.188.177,45.159.188.177,443,3.89,NL,AMS,137.66,145.03
46.17.101.133,46.17.101.133,443,3.87,NL,AMS,139.73,157.16
212.34.144.170,212.34.144.170,443,3.87,NL,AMS,141.93,187.93
185.233.184.70,185.233.184.70,443,3.86,NL,AMS,135.14,139.16
195.63.129.36,195.63.135.129,443,3.86,NL,AMS,130.53,136.03
46.8.126.124,46.8.126.124,8443,3.86,NL,AMS,130.66,149.18
89.124.99.79,89.124.99.79,443,3.86,NL,AMS,131.56,136.7
89.150.35.80,89.150.35.80,443,3.86,NL,AMS,134.96,146.24
84.235.169.125,84.235.169.125,443,3.85,NL,AMS,153.9,151.54
194.87.82.149,194.87.82.149,443,3.85,NL,AMS,135.22,144.81
194.58.47.105,194.58.47.105,443,3.85,NL,AMS,140.61,163.58
185.103.255.245,185.103.255.245,443,3.84,NL,AMS,151.02,151.5
91.186.215.131,91.186.215.131,443,3.83,NL,AMS,130.29,147.42
31.57.44.213,31.57.44.213,443,3.82,NL,AMS,136.6,143.01
46.151.31.54,46.151.31.54,443,3.82,NL,AMS,130.35,140.2
146.190.236.144,146.190.236.144,443,3.81,NL,AMS,137.69,144.42
141.11.246.52,141.11.246.52,443,3.81,NL,AMS,136.14,149.47
213.247.46.144,213.247.46.144,443,3.8,NL,AMS,133.2,140.63
78.142.228.156,78.142.228.157,443,3.8,NL,AMS,144.72,164.13
89.124.65.242,89.124.65.242,443,3.8,NL,AMS,133.45,135.74
185.155.220.96,185.155.220.96,443,3.8,NL,AMS,139.91,146.86
175.110.114.20,175.110.114.20,443,3.8,NL,AMS,137.76,141.89
212.80.216.85,212.80.216.85,443,3.79,NL,AMS,135.55,143.89
170.168.61.171,170.168.61.171,443,3.78,NL,DUS,140.95,174.91
147.90.229.189,67.220.80.120,443,3.78,NL,DUS,142.17,155.12
158.173.195.148,158.173.195.148,443,3.77,NL,AMS,153.58,167.42
154.211.2.177,154.211.2.177,443,3.75,NL,AMS,148.57,194.13
87.199.209.244,87.199.209.244,443,3.75,NL,AMS,132.23,136.46
37.220.84.132,37.220.84.132,443,3.75,NL,AMS,131.25,136.05
185.92.221.157,185.92.221.157,8443,3.75,NL,AMS,130.95,136.59
185.167.96.18,185.167.96.18,443,3.74,NL,DUS,142.23,205.54
91.103.253.171,91.103.253.171,443,3.74,NL,AMS,142.38,151.59
95.85.226.7,95.85.226.7,443,3.74,NL,AMS,134.02,149.27
103.65.231.245,103.65.231.245,443,3.74,NL,AMS,132.12,142.77
158.173.195.106,158.173.195.106,443,3.72,NL,AMS,157.98,163.24
185.112.59.65,185.112.59.65,443,3.72,NL,AMS,134.19,145.79
72.56.78.41,72.56.78.41,443,3.72,NL,AMS,130.64,136.94
72.56.115.211,72.56.115.211,443,3.68,NL,AMS,134.51,144.38
195.63.135.129,195.63.135.129,443,3.68,NL,AMS,132.01,141.9
192.210.175.185,192.210.175.185,443,3.68,NL,AMS,145.66,151.98
186.190.213.123,186.190.213.82,443,3.67,NL,DUS,140.53,153.89
193.0.178.27,193.0.178.27,443,3.66,NL,AMS,144.66,168.72
2.27.204.164,2.27.204.164,443,3.66,NL,AMS,144.02,185.38
89.124.108.115,89.124.108.115,443,3.65,NL,AMS,130.72,138.78
78.159.131.165,78.159.131.165,443,3.65,NL,AMS,135.63,147.14
37.48.90.120,37.48.90.120,443,3.64,NL,LHR,138.22,157.55
147.90.89.9,147.90.89.9,443,3.64,NL,AMS,154.71,173.57
185.246.217.72,185.246.217.72,443,3.64,NL,FRA,151.05,187.26
195.133.15.131,195.133.15.131,443,3.63,NL,AMS,138.21,136.32
85.136.180.64,85.136.180.64,443,3.63,NL,AMS,132.14,142.24
147.90.229.193,67.220.80.105,443,3.63,NL,DUS,142.74,179.03
31.59.174.9,31.59.174.9,443,3.63,NL,AMS,133.39,153.21
72.56.72.94,72.56.72.94,443,3.62,NL,AMS,131.18,175.62
147.90.229.32,186.190.213.209,443,3.6,NL,DUS,140.92,161.99
147.90.229.203,67.220.80.140,443,3.6,NL,DUS,147.19,161.32
202.148.52.97,202.148.52.97,443,3.59,NL,AMS,136.05,140.88
86.107.197.239,86.107.197.239,443,3.59,NL,AMS,132.17,146.31
145.249.115.89,145.249.115.89,443,3.59,NL,AMS,138.94,176.47
68.183.9.103,68.183.9.103,443,3.59,NL,AMS,137.22,136.48
185.244.48.115,185.244.48.115,8443,3.59,NL,AMS,139.92,143.4
185.180.109.198,185.180.109.198,443,3.58,NL,AMS,149.66,158.56
185.21.10.43,185.21.10.43,443,3.58,NL,AMS,133.96,161.55
5.35.69.236,5.35.69.236,443,3.58,NL,AMS,151.99,171.51
185.216.85.114,185.216.85.114,443,3.57,NL,AMS,130.7,145.96
185.165.240.89,185.165.240.89,443,3.57,NL,AMS,146.38,136.63
89.150.35.129,89.150.35.129,443,3.57,NL,AMS,146.11,140.25
45.151.69.77,45.151.69.77,443,3.56,NL,AMS,135.47,142.92
178.62.242.239,178.62.242.239,443,3.56,NL,AMS,133.95,147.14
64.227.73.131,64.227.73.131,443,3.56,NL,AMS,133.07,136.41
195.133.17.13,195.133.17.13,443,3.55,NL,AMS,136.46,151.78
93.190.247.64,93.190.247.64,443,3.55,NL,AMS,135.85,156.98
147.90.229.94,67.220.80.62,443,3.54,NL,DUS,137.85,153.09
109.120.158.149,109.120.158.149,443,3.54,NL,AMS,132.74,138.66
31.172.78.187,31.172.78.187,443,3.54,NL,AMS,132.21,162.24
31.59.39.130,31.59.39.130,443,3.53,NL,AMS,136.28,150.88
147.90.229.244,67.220.80.64,443,3.53,NL,DUS,142.43,159.29
5.129.235.102,5.129.235.102,443,3.52,NL,AMS,131.19,148.55
147.90.229.40,186.190.213.9,443,3.52,NL,DUS,136.45,164.31
37.230.131.120,37.230.131.51,443,3.52,NL,AMS,133.26,133.82
193.168.199.94,193.168.199.94,443,3.51,NL,AMS,133.47,136.64
158.101.214.54,158.101.214.54,443,3.51,NL,AMS,131.7,137.24
185.138.88.7,185.138.88.7,443,3.51,NL,AMS,134.58,148.79
103.45.247.67,103.45.247.67,443,3.5,NL,AMS,136.0,154.06
77.238.238.191,77.238.238.191,443,3.5,NL,AMS,158.62,185.15
62.171.228.94,62.171.228.94,443,3.5,NL,AMS,134.41,143.5
31.77.103.235,31.77.103.235,443,3.49,NL,AMS,133.73,142.9
185.11.135.142,185.11.135.142,443,3.49,NL,AMS,136.99,139.02
89.124.111.211,89.124.111.211,443,3.48,NL,AMS,130.84,155.06
5.129.226.114,5.129.226.114,443,3.48,NL,AMS,133.81,153.35
81.22.132.136,81.22.132.136,443,3.46,NL,TXL,131.54,167.0
162.217.249.21,162.217.249.21,443,3.46,NL,AMS,132.81,135.95
46.30.47.217,46.30.47.217,443,3.46,NL,AMS,146.91,162.97
212.22.74.89,212.22.74.89,443,3.46,NL,AMS,132.16,144.78
194.154.26.110,194.154.26.110,443,3.46,NL,AMS,132.11,153.92
72.56.21.244,72.56.21.244,443,3.45,NL,AMS,130.88,140.28
185.94.165.207,185.94.165.207,443,3.45,NL,AMS,130.64,140.49
212.34.131.164,194.164.32.101,443,3.45,NL,AMS,184.82,187.72
5.255.116.214,5.255.116.214,443,3.45,NL,AMS,137.46,154.0
89.110.73.231,89.110.73.231,443,3.45,NL,AMS,156.65,156.35
147.90.229.236,67.220.80.127,443,3.45,NL,DUS,149.04,161.58
193.233.126.174,193.233.126.174,443,3.45,NL,AMS,141.99,144.65
72.56.79.203,72.56.79.203,443,3.44,NL,AMS,136.43,143.88
148.227.170.105,148.227.170.105,443,3.44,NL,AMS,137.06,149.9
213.247.46.248,213.247.46.248,443,3.44,NL,AMS,139.76,151.51
185.180.196.64,185.180.196.64,443,3.44,NL,AMS,140.95,140.27
141.11.246.60,141.11.246.60,443,3.43,NL,AMS,133.45,139.31
78.17.80.151,78.17.80.151,443,3.43,NL,AMS,145.16,142.97
31.76.76.194,31.76.76.194,443,3.43,NL,AMS,148.99,206.41
62.84.101.114,62.84.101.114,443,3.42,NL,AMS,132.9,137.16
151.245.92.236,151.245.92.236,443,3.42,NL,AMS,135.09,147.85
46.8.126.124,46.8.126.124,2053,3.42,NL,AMS,135.05,142.82
194.87.208.118,194.87.208.118,443,3.41,NL,AMS,140.36,134.66
147.45.225.134,147.45.225.134,443,3.41,NL,AMS,133.55,137.7
194.58.39.80,194.58.39.80,443,3.39,NL,AMS,131.57,143.66
89.150.34.91,89.150.34.91,443,3.39,NL,AMS,138.26,154.94
195.200.28.88,195.200.28.88,443,3.39,NL,AMS,153.33,162.96
89.42.142.63,89.42.142.63,8443,3.39,NL,AMS,137.74,155.75
185.36.143.187,185.36.143.187,443,3.38,NL,AMS,132.22,148.26
178.173.254.43,178.173.254.43,443,3.38,NL,AMS,135.54,135.78
147.90.89.248,147.90.89.248,443,3.38,NL,AMS,153.37,159.57
45.67.136.15,45.67.136.15,443,3.37,NL,AMS,138.28,134.76
77.238.243.233,77.238.243.233,443,3.37,NL,AMS,151.83,185.32
147.90.229.93,67.220.80.199,443,3.37,NL,DUS,142.42,161.96
147.90.229.180,186.190.213.117,443,3.37,NL,DUS,141.03,153.86
72.56.95.38,72.56.95.38,443,3.36,NL,AMS,131.97,137.8
103.90.72.71,103.90.72.71,443,3.35,NL,AMS,148.18,196.67
72.56.68.247,72.56.68.247,443,3.35,NL,AMS,140.85,140.13
185.198.58.36,185.198.58.36,443,3.35,NL,AMS,131.89,138.25
2.26.83.250,2.26.83.250,443,3.35,NL,AMS,133.8,151.48
104.255.70.56,104.255.70.56,443,3.34,NL,AMS,142.2,147.53
2.26.110.36,2.26.110.36,443,3.32,NL,FRA,152.27,177.79
89.110.65.38,89.110.65.38,443,3.32,NL,AMS,151.12,158.5
94.142.137.72,94.142.137.72,443,3.31,NL,AMS,130.02,144.65
185.236.20.238,185.236.20.238,443,3.31,NL,AMS,142.37,152.29
45.82.177.56,45.82.177.56,443,3.31,NL,AMS,137.34,158.8
31.57.196.20,31.57.196.20,443,3.31,NL,AMS,162.44,211.3
31.57.196.109,31.57.196.109,443,3.31,NL,AMS,151.31,156.65
212.111.89.16,212.111.89.16,443,3.3,NL,AMS,141.84,153.09
213.183.51.71,213.183.51.71,443,3.3,NL,AMS,132.73,145.25
138.124.79.40,138.124.79.40,443,3.29,NL,AMS,154.36,242.59
72.56.99.67,72.56.99.67,443,3.29,NL,AMS,133.62,137.44
185.138.88.76,185.138.88.76,443,3.29,NL,AMS,141.75,150.59
103.65.231.157,103.65.231.157,443,3.29,NL,AMS,134.02,143.71
147.90.229.169,67.220.80.34,443,3.29,NL,DUS,141.25,159.54
89.42.142.72,89.42.142.72,8443,3.28,NL,TXL,135.23,168.94
212.16.78.22,212.16.78.22,443,3.28,NL,AMS,137.44,150.59
216.57.106.100,216.57.106.100,443,3.27,NL,AMS,133.13,136.11
147.90.229.200,67.220.80.130,443,3.23,NL,DUS,135.95,151.93
68.183.1.163,68.183.1.163,443,3.22,NL,AMS,143.25,204.91
77.238.236.239,77.238.236.239,443,3.22,NL,AMS,148.15,178.65
62.171.228.242,62.171.228.242,8443,3.22,NL,AMS,131.99,139.04
185.28.38.235,185.28.38.235,443,3.2,NL,AMS,141.34,146.12
103.54.16.86,103.54.16.86,443,3.2,NL,AMS,149.31,146.77
185.103.255.142,185.103.255.142,443,3.19,NL,AMS,130.82,135.81
195.133.75.219,195.133.75.219,443,3.18,NL,AMS,131.21,140.01
147.90.229.227,186.190.213.80,443,3.18,NL,DUS,136.46,154.71
147.90.229.185,67.220.80.123,443,3.17,NL,DUS,140.27,158.44
45.129.143.91,45.129.143.91,443,3.17,NL,AMS,131.08,136.34
147.90.229.179,186.190.213.155,443,3.17,NL,DUS,137.35,150.33
94.103.95.115,94.103.95.115,443,3.16,NL,AMS,136.3,150.31
147.90.229.208,67.220.80.180,443,3.14,NL,DUS,141.19,158.85
2.27.169.199,2.27.169.199,443,3.14,NL,AMS,197.21,200.38
85.192.60.170,85.192.60.170,443,3.14,NL,FRA,150.4,185.12
138.124.3.201,138.124.3.201,443,3.14,NL,AMS,134.2,154.13
158.173.195.35,158.173.195.35,443,3.14,NL,AMS,152.02,160.82
89.110.68.158,89.110.68.158,443,3.12,NL,AMS,140.43,152.46
147.90.89.135,147.90.89.135,443,3.11,NL,AMS,154.89,160.74
209.38.101.169,209.38.101.169,443,3.08,NL,AMS,134.36,138.06
94.177.51.17,94.177.51.17,443,3.07,NL,WAW,134.86,195.57
5.129.219.71,5.129.219.71,443,3.07,NL,AMS,131.1,138.4
158.173.195.74,158.173.195.74,443,3.07,NL,AMS,156.48,175.22
185.162.11.106,185.162.11.106,443,3.06,NL,AMS,132.63,143.17
147.90.229.228,186.190.213.244,443,3.06,NL,DUS,155.03,157.34
178.159.43.64,178.159.43.64,443,3.06,NL,AMS,131.65,164.8
151.243.176.192,151.243.176.192,443,3.06,NL,AMS,136.1,151.01
147.90.229.222,186.190.213.202,443,3.05,NL,DUS,140.91,159.29
147.90.229.132,67.220.80.131,443,3.05,NL,DUS,142.41,161.99
147.90.229.239,67.220.80.121,443,3.05,NL,DUS,140.51,160.56
147.90.229.168,67.220.80.8,443,3.05,NL,DUS,140.77,171.87
5.61.48.66,5.61.48.66,443,3.05,NL,AMS,144.14,168.26
151.247.115.2,67.220.80.99,443,3.04,NL,DUS,136.76,154.15
161.35.80.204,161.35.80.204,443,3.04,NL,AMS,133.9,138.05
103.90.73.87,103.90.73.87,443,3.03,NL,AMS,141.31,151.7
82.25.60.219,82.25.60.219,2087,3.03,NL,AMS,134.22,138.6
113.30.188.83,113.30.188.83,443,3.03,NL,AMS,141.42,146.22
151.245.160.2,67.220.80.99,443,3.03,NL,DUS,144.18,146.8
82.24.195.56,82.24.195.56,443,3.03,NL,AMS,169.21,146.93
147.90.229.241,67.220.80.192,443,3.03,NL,DUS,141.02,165.79
23.94.216.153,23.94.216.153,443,3.02,NL,AMS,141.73,151.49
147.90.229.60,67.220.80.129,443,3.02,NL,DUS,143.17,163.0
147.90.229.30,23.168.72.79,443,3.01,NL,DUS,140.43,162.39
209.38.38.145,209.38.38.145,443,3.01,NL,AMS,137.99,137.66
23.168.72.23,67.220.80.230,443,3.01,NL,DUS,143.56,157.46
62.171.228.127,62.171.228.127,443,3.0,NL,AMS,132.02,144.32
45.12.69.152,45.12.69.152,443,2.99,NL,AMS,131.54,138.44
2.27.169.193,2.27.169.193,443,2.99,NL,AMS,203.1,349.79
185.167.97.93,185.167.97.93,443,2.99,NL,AMS,144.86,158.51
85.115.209.165,85.115.209.165,443,2.99,NL,AMS,164.05,187.89
195.246.110.188,195.246.110.188,443,2.99,NL,AMS,142.57,157.73
2.27.169.2,2.27.169.2,443,2.99,NL,AMS,170.78,188.57
5.129.209.192,5.129.209.192,443,2.99,NL,AMS,130.7,136.31
185.233.184.13,185.233.184.13,443,2.97,NL,AMS,143.96,147.48
147.90.89.74,147.90.89.74,443,2.95,NL,AMS,153.91,166.31
72.56.96.230,72.56.96.230,443,2.95,NL,AMS,159.91,186.65
46.17.102.93,46.17.102.93,443,2.95,NL,AMS,139.72,149.68
89.150.35.130,89.150.35.130,443,2.94,NL,AMS,134.46,148.4
109.234.34.17,91.201.112.20,443,2.94,NL,AMS,136.43,150.18
147.90.89.174,147.90.89.174,443,2.94,NL,AMS,152.36,157.15
188.226.153.14,188.226.153.14,443,2.93,NL,AMS,147.11,271.74
161.35.247.7,161.35.247.7,443,2.93,NL,AMS,148.76,151.6
201.51.20.36,201.51.20.36,443,2.92,NL,AMS,132.06,231.75
194.87.130.218,194.87.130.218,443,2.92,NL,AMS,131.03,137.6
79.137.197.212,2a0b:4140:db9c::2,8443,2.92,NL,FRA,159.55,174.91
147.90.229.214,67.220.80.250,443,2.92,NL,DUS,138.01,156.23
146.103.115.143,146.103.115.143,443,2.92,NL,AMS,136.12,156.23
212.16.78.22,212.16.78.22,2053,2.92,NL,AMS,153.16,147.38
